name,sample,x,y,z,timestamp,00:0B:86:96:63:A0,00:0B:86:96:70:C2,00:11:32:9D:2B:30,00:11:32:9D:30:3A,00:11:32:AD:8C:82,00:11:32:AD:8E:B7,00:11:32:B6:7A:7F,00:1A:1E:F3:67:A0,04:8D:38:04:4E:86,0C:9D:92:02:8B:20,16:11:32:9D:2B:30,16:11:32:9D:30:3A,40:B0:76:34:03:48,44:A5:6E:41:9B:BA,6C:F3:7F:31:FA:22,B8:A3:86:57:17:67,DC:FB:02:61:9E:31
wlan0,0,1.1,1.52,1.01,1621514026.208447,-62.0,-48.0,-35.0,-25.0,-27.0,-50.0,-49.0,0.0,-59.0,-27.0,-35.0,0.0,0.0,0.0,-68.0,-62.0,-50.0
wlan0,1,1.1,1.52,1.01,1621514030.3666053,-55.0,-46.0,-33.0,-24.0,-27.0,-49.0,-49.0,-69.0,-59.0,-25.0,-35.0,-25.0,-55.0,-54.0,-68.0,-62.0,-51.0
wlan0,2,1.1,1.52,1.01,1621514034.515772,-60.0,-45.0,-40.0,-25.0,-55.0,-50.0,-49.0,-70.0,-55.0,-26.0,-38.0,-25.0,-55.0,-54.0,-68.0,-62.0,-51.0
wlan0,3,1.1,1.52,1.01,1621514038.6544414,-65.0,-60.0,-37.0,-28.0,-27.0,-49.0,-57.0,-70.0,-57.0,-26.0,-40.0,-25.0,-55.0,-57.0,-71.0,-65.0,-49.0
wlan0,4,1.1,1.52,1.01,1621514046.7956655,-65.0,-53.0,-40.0,-26.0,-27.0,-49.0,-48.0,-70.0,-58.0,-25.0,-39.0,-25.0,-55.0,-58.0,-71.0,-59.0,-53.0
wlan1,0,1.1,1.52,1.01,1621514053.396345,-67.0,-45.0,-45.0,-39.0,0.0,-61.0,-59.0,-83.0,-61.0,-41.0,-45.0,0.0,-67.0,0.0,-81.0,-75.0,-57.0
wlan1,1,1.1,1.52,1.01,1621514057.8622,-67.0,-45.0,-45.0,-39.0,-39.0,-63.0,-59.0,-89.0,-61.0,-41.0,-45.0,-37.0,-67.0,-77.0,-81.0,-81.0,-59.0
wlan1,2,1.1,1.52,1.01,1621514062.3613107,-67.0,-57.0,-43.0,-37.0,-39.0,-59.0,-61.0,-87.0,-61.0,-43.0,-45.0,-37.0,-67.0,-77.0,-81.0,-81.0,-59.0
wlan1,3,1.1,1.52,1.01,1621514066.859383,-65.0,-59.0,-45.0,-39.0,-41.0,-59.0,-59.0,-85.0,-61.0,-41.0,-45.0,-39.0,-67.0,-77.0,-83.0,-75.0,-57.0
wlan1,4,1.1,1.52,1.01,1621514071.3879876,-65.0,-59.0,-43.0,-39.0,-41.0,-61.0,-59.0,-89.0,-67.0,-41.0,-45.0,-37.0,-67.0,-77.0,-81.0,-81.0,-57.0
wlan2,0,1.1,1.52,1.01,1621514077.956652,-53.0,-47.0,-37.0,-31.0,-29.0,-49.0,-59.0,-83.0,-63.0,-23.0,-41.0,-31.0,0.0,-61.0,-71.0,-61.0,-49.0
wlan2,1,1.1,1.52,1.01,1621514082.4411426,-53.0,-47.0,-39.0,-31.0,-77.0,-49.0,-59.0,-87.0,-55.0,-21.0,-41.0,-31.0,0.0,-61.0,-69.0,-65.0,-49.0
wlan2,2,1.1,1.52,1.01,1621514086.9116125,-53.0,-43.0,-39.0,-33.0,-31.0,-49.0,-51.0,-81.0,-53.0,-23.0,-41.0,-33.0,-59.0,-59.0,-69.0,-67.0,-51.0
wlan2,3,1.1,1.52,1.01,1621514091.406765,-53.0,-49.0,-33.0,-33.0,-29.0,-59.0,-55.0,-79.0,-51.0,-23.0,-41.0,-33.0,-59.0,-59.0,-69.0,-63.0,-49.0
wlan2,4,1.1,1.52,1.01,1621514095.9032958,-51.0,-45.0,-39.0,-31.0,-29.0,-59.0,-55.0,-79.0,-51.0,-23.0,-41.0,-33.0,-63.0,-57.0,-71.0,-67.0,-49.0
wlan0,0,1.1,2.13,1.01,1621508931.2936945,-55.0,-54.0,0.0,-22.0,-33.0,-47.0,-51.0,0.0,0.0,-30.0,0.0,0.0,0.0,-50.0,0.0,-61.0,-49.0
wlan0,1,1.1,2.13,1.01,1621508935.5510051,-54.0,-54.0,-26.0,-22.0,-32.0,-47.0,-50.0,0.0,0.0,-29.0,-63.0,-22.0,0.0,-50.0,0.0,-47.0,-47.0
wlan0,2,1.1,2.13,1.01,1621508939.8140874,-60.0,-54.0,-28.0,-23.0,-32.0,-48.0,-49.0,0.0,-58.0,-30.0,-63.0,-22.0,-60.0,-52.0,-68.0,-63.0,-47.0
wlan0,3,1.1,2.13,1.01,1621508947.9546854,-54.0,-54.0,-27.0,-22.0,-32.0,-55.0,-50.0,0.0,-54.0,-28.0,-27.0,-28.0,-60.0,-52.0,-69.0,-61.0,-50.0
wlan1,0,1.1,2.13,1.01,1621508954.5923016,-69.0,-47.0,-43.0,-35.0,-39.0,-53.0,-59.0,-87.0,-69.0,-53.0,0.0,-33.0,-61.0,-75.0,-83.0,-71.0,-53.0
wlan1,1,1.1,2.13,1.01,1621508959.0630035,-69.0,-59.0,-43.0,-35.0,-37.0,-53.0,-63.0,-85.0,-67.0,-49.0,-45.0,-31.0,-61.0,-75.0,-83.0,-77.0,-53.0
wlan1,2,1.1,2.13,1.01,1621508963.5347204,-65.0,-59.0,-45.0,-35.0,-39.0,-53.0,-63.0,-85.0,-59.0,-49.0,-43.0,-31.0,-63.0,-75.0,-85.0,-71.0,-53.0
wlan1,3,1.1,2.13,1.01,1621508968.01568,-67.0,-59.0,-43.0,-35.0,-39.0,-51.0,-63.0,-87.0,-57.0,-49.0,-43.0,-31.0,-63.0,-75.0,-83.0,-79.0,-53.0
wlan1,4,1.1,2.13,1.01,1621508972.5086687,-65.0,-59.0,-43.0,-35.0,-39.0,-53.0,-61.0,-79.0,-67.0,-47.0,-43.0,-35.0,-65.0,-73.0,-83.0,-73.0,-55.0
wlan2,0,1.1,2.13,1.01,1621508979.0505862,-61.0,-45.0,-39.0,-29.0,-33.0,-47.0,-45.0,-79.0,-47.0,-37.0,-39.0,-31.0,-53.0,0.0,-65.0,-65.0,-47.0
wlan2,1,1.1,2.13,1.01,1621508983.5400765,-57.0,-49.0,-39.0,-29.0,-29.0,-47.0,-45.0,-71.0,-47.0,-37.0,-39.0,-29.0,-53.0,-51.0,-63.0,-65.0,-47.0
wlan2,2,1.1,2.13,1.01,1621508988.0158145,-57.0,-43.0,-39.0,-29.0,-29.0,-47.0,-45.0,-75.0,-49.0,-35.0,-39.0,-29.0,-53.0,-63.0,-67.0,-65.0,-47.0
wlan2,3,1.1,2.13,1.01,1621508992.5392127,-63.0,-43.0,-39.0,-29.0,-29.0,-47.0,-43.0,-81.0,-51.0,-37.0,-39.0,-29.0,-59.0,-63.0,-63.0,-61.0,-47.0
wlan2,4,1.1,2.13,1.01,1621508997.0515628,-61.0,-43.0,-39.0,-29.0,-29.0,-45.0,-43.0,-77.0,-57.0,-37.0,-39.0,-29.0,-51.0,-65.0,-63.0,-61.0,-47.0
wlan0,0,1.1,2.74,1.01,1621511353.0973608,-61.0,-51.0,-34.0,-29.0,-27.0,-50.0,-52.0,0.0,-54.0,-26.0,-64.0,-27.0,-57.0,0.0,-72.0,-54.0,-50.0
wlan0,1,1.1,2.74,1.01,1621511357.2498536,-60.0,-49.0,-39.0,-34.0,-26.0,-51.0,-52.0,0.0,-53.0,-27.0,-64.0,-27.0,-47.0,0.0,-65.0,-46.0,-52.0
wlan0,2,1.1,2.74,1.01,1621511361.4515624,-60.0,-53.0,-41.0,-26.0,-25.0,-48.0,-53.0,0.0,-54.0,-28.0,-64.0,-71.0,-51.0,0.0,-66.0,-64.0,-47.0
wlan0,3,1.1,2.74,1.01,1621511365.6365411,-60.0,-53.0,-30.0,-26.0,-23.0,-57.0,-47.0,-72.0,-54.0,-26.0,-33.0,-25.0,-49.0,0.0,-69.0,-55.0,-47.0
wlan0,4,1.1,2.74,1.01,1621511369.8355782,-60.0,-51.0,-31.0,-29.0,-26.0,-49.0,-52.0,-71.0,-57.0,-25.0,-35.0,-28.0,-51.0,0.0,-67.0,-54.0,-49.0
wlan1,0,1.1,2.74,1.01,1621511376.3937712,-75.0,-53.0,-43.0,-33.0,-35.0,-55.0,0.0,-89.0,-67.0,-31.0,-41.0,0.0,0.0,0.0,-85.0,-79.0,-59.0
wlan1,1,1.1,2.74,1.01,1621511380.8717644,-75.0,-55.0,-43.0,-33.0,-37.0,-55.0,-57.0,-85.0,-59.0,-31.0,-41.0,0.0,-51.0,-67.0,-83.0,-81.0,-61.0
wlan1,2,1.1,2.74,1.01,1621511385.336666,-75.0,-55.0,-43.0,-31.0,-37.0,-53.0,-57.0,-85.0,-61.0,-31.0,-41.0,0.0,-53.0,-67.0,-85.0,-81.0,-59.0
wlan1,3,1.1,2.74,1.01,1621511389.8298779,-77.0,-47.0,-43.0,-33.0,-35.0,-55.0,-57.0,-85.0,-69.0,-31.0,-45.0,0.0,-53.0,-67.0,-83.0,-81.0,-61.0
wlan1,4,1.1,2.74,1.01,1621511394.320468,-77.0,-57.0,-43.0,-33.0,-37.0,-55.0,-57.0,-83.0,-59.0,-31.0,-43.0,0.0,-53.0,-67.0,-85.0,-81.0,-61.0
wlan2,0,1.1,2.74,1.01,1621511405.1623962,0.0,-43.0,-31.0,-37.0,-29.0,-43.0,-47.0,-81.0,-59.0,-29.0,0.0,-35.0,-51.0,-55.0,-65.0,-63.0,0.0
wlan2,1,1.1,2.74,1.01,1621511409.6785293,-57.0,-41.0,-31.0,-35.0,-27.0,-43.0,-47.0,-79.0,-57.0,-31.0,-31.0,-35.0,-49.0,-53.0,-69.0,-65.0,-61.0
wlan2,2,1.1,2.74,1.01,1621511414.1663756,-57.0,-41.0,-29.0,-35.0,-27.0,-43.0,-47.0,-75.0,-69.0,-33.0,-31.0,-35.0,-51.0,-55.0,-71.0,-65.0,-61.0
wlan2,3,1.1,2.74,1.01,1621511418.6578774,-57.0,-39.0,-31.0,-35.0,-29.0,-43.0,-47.0,-81.0,-69.0,-31.0,-31.0,-35.0,-49.0,-55.0,-73.0,-65.0,-61.0
wlan0,0,1.1,3.96,1.01,1621506233.2579372,-60.0,-38.0,-27.0,-38.0,-28.0,-46.0,-55.0,0.0,-54.0,-29.0,-27.0,0.0,-49.0,-60.0,0.0,-58.0,-48.0
wlan0,1,1.1,3.96,1.01,1621506237.5711606,-63.0,-38.0,-28.0,-36.0,-26.0,-46.0,-54.0,0.0,-54.0,-27.0,-32.0,-36.0,-47.0,-60.0,0.0,-53.0,-48.0
wlan0,2,1.1,3.96,1.01,1621506245.854705,-71.0,-41.0,-27.0,-39.0,-26.0,-46.0,-54.0,0.0,-57.0,-27.0,-27.0,-35.0,-50.0,-61.0,0.0,-63.0,-48.0
wlan0,3,1.1,3.96,1.01,1621506250.1952765,-71.0,-39.0,-27.0,-37.0,-27.0,-47.0,-54.0,0.0,-57.0,-28.0,-27.0,-35.0,-50.0,-62.0,0.0,-52.0,-51.0
wlan1,0,1.1,3.96,1.01,1621506258.4614832,-77.0,-47.0,-43.0,-37.0,-37.0,-53.0,-67.0,-91.0,-69.0,-41.0,-45.0,0.0,-55.0,-67.0,-77.0,-83.0,-55.0
wlan1,1,1.1,3.96,1.01,1621506263.0376234,-77.0,-49.0,-43.0,-37.0,-35.0,-51.0,-67.0,-89.0,-69.0,-43.0,-41.0,-37.0,-57.0,-67.0,-79.0,-83.0,-55.0
wlan1,2,1.1,3.96,1.01,1621506267.5704775,-75.0,-71.0,-41.0,-35.0,-35.0,-55.0,-67.0,-79.0,-73.0,-41.0,-41.0,-37.0,-57.0,-67.0,-81.0,-69.0,-55.0
wlan1,3,1.1,3.96,1.01,1621506272.091722,-75.0,-45.0,-41.0,-35.0,-35.0,-53.0,-67.0,-85.0,-73.0,-41.0,-41.0,-35.0,-55.0,-67.0,-81.0,-81.0,-41.0
wlan1,4,1.1,3.96,1.01,1621506276.6853442,-77.0,-51.0,-41.0,-35.0,-35.0,-55.0,-69.0,-85.0,-69.0,-41.0,-41.0,-35.0,-63.0,-67.0,-77.0,-83.0,-41.0
wlan2,0,1.1,3.96,1.01,1621506284.8770654,0.0,-41.0,-39.0,-25.0,-27.0,-45.0,0.0,-83.0,-49.0,-25.0,-41.0,-23.0,-45.0,-57.0,0.0,-61.0,-53.0
wlan2,1,1.1,3.96,1.01,1621506289.4486294,-67.0,-43.0,-39.0,-23.0,-29.0,-47.0,0.0,-83.0,-49.0,-27.0,-35.0,-23.0,-47.0,-57.0,0.0,-63.0,-39.0
wlan2,2,1.1,3.96,1.01,1621506293.9372518,-71.0,-87.0,-37.0,-23.0,-27.0,-47.0,0.0,-85.0,-49.0,-27.0,-35.0,-23.0,-47.0,-57.0,-73.0,-63.0,-53.0
wlan2,3,1.1,3.96,1.01,1621506298.550555,-71.0,-41.0,-37.0,-23.0,-29.0,-43.0,0.0,-85.0,-51.0,-25.0,-35.0,-23.0,-47.0,-57.0,-75.0,-65.0,-51.0
wlan2,4,1.1,3.96,1.01,1621506307.3253448,-55.0,-37.0,-41.0,-23.0,-27.0,-43.0,-55.0,-81.0,-51.0,-27.0,-35.0,-25.0,-51.0,-57.0,-75.0,-67.0,-53.0
wlan0,0,1.1,5.18,1.01,1621506118.3795605,-53.0,-44.0,0.0,-29.0,-24.0,-46.0,-49.0,0.0,0.0,-31.0,-37.0,0.0,-40.0,0.0,0.0,-63.0,0.0
wlan0,1,1.1,5.18,1.01,1621506126.5091612,-61.0,-53.0,-35.0,-65.0,-25.0,-47.0,-53.0,0.0,0.0,-31.0,-37.0,-29.0,-42.0,0.0,-69.0,-65.0,-60.0
wlan0,2,1.1,5.18,1.01,1621506130.78525,-52.0,-52.0,-53.0,-29.0,-25.0,-46.0,-53.0,0.0,0.0,-32.0,-36.0,-29.0,-43.0,0.0,-69.0,-63.0,-58.0
wlan0,3,1.1,5.18,1.01,1621506135.0484867,-52.0,-46.0,-37.0,-36.0,-31.0,-46.0,-52.0,0.0,0.0,-30.0,-43.0,-31.0,-47.0,-58.0,-69.0,-62.0,-58.0
wlan1,0,1.1,5.18,1.01,1621506143.286992,-59.0,-53.0,-45.0,-39.0,-39.0,-59.0,-69.0,-87.0,-61.0,-41.0,0.0,-39.0,-59.0,-69.0,-69.0,-83.0,-63.0
wlan1,1,1.1,5.18,1.01,1621506147.84922,-67.0,-53.0,-45.0,-39.0,-39.0,-59.0,-69.0,-91.0,-63.0,-41.0,-45.0,-39.0,-59.0,-69.0,-75.0,-77.0,-63.0
wlan1,2,1.1,5.18,1.01,1621506152.3578491,-61.0,-55.0,-43.0,-39.0,-41.0,-59.0,-67.0,-81.0,-63.0,-39.0,-45.0,-39.0,-61.0,-69.0,-77.0,-83.0,-61.0
wlan1,3,1.1,5.18,1.01,1621506156.8922744,-59.0,-59.0,-45.0,-39.0,-39.0,-57.0,-67.0,-91.0,-63.0,-43.0,-45.0,-39.0,-61.0,-67.0,-75.0,-83.0,-61.0
wlan1,4,1.1,5.18,1.01,1621506161.4700587,-65.0,-55.0,-47.0,-35.0,-41.0,-59.0,-67.0,-81.0,-61.0,-43.0,-45.0,-37.0,-59.0,-67.0,-77.0,-83.0,-63.0
wlan2,0,1.1,5.18,1.01,1621506169.71691,-53.0,-43.0,0.0,-27.0,-33.0,-47.0,-55.0,-77.0,-61.0,-37.0,0.0,0.0,0.0,-47.0,-69.0,-65.0,-51.0
wlan2,1,1.1,5.18,1.01,1621506174.217597,-53.0,-45.0,0.0,-27.0,-33.0,-43.0,-59.0,-75.0,-63.0,-73.0,-35.0,0.0,-47.0,-51.0,-69.0,-71.0,-51.0
wlan2,2,1.1,5.18,1.01,1621506178.6972086,-53.0,-45.0,0.0,-27.0,-33.0,-47.0,-59.0,-81.0,-61.0,-35.0,-35.0,0.0,-57.0,-47.0,-69.0,-67.0,-51.0
wlan2,3,1.1,5.18,1.01,1621506187.6479824,-53.0,-45.0,-37.0,-27.0,-33.0,-47.0,-47.0,-81.0,-61.0,-35.0,-35.0,-27.0,-49.0,-49.0,-71.0,-69.0,-53.0
wlan0,0,1.1,7.62,1.01,1621503231.4055345,-49.0,0.0,-33.0,-32.0,-29.0,-48.0,-66.0,0.0,0.0,-41.0,-37.0,-29.0,-47.0,-63.0,-70.0,-65.0,-58.0
wlan0,1,1.1,7.62,1.01,1621503235.5989542,-49.0,0.0,-40.0,-31.0,-29.0,-47.0,-55.0,0.0,-58.0,-45.0,-39.0,-29.0,-46.0,-63.0,-70.0,-67.0,-58.0
wlan0,2,1.1,7.62,1.01,1621503239.8401651,-49.0,-55.0,-38.0,-31.0,-29.0,-52.0,-62.0,0.0,-55.0,-42.0,-38.0,-31.0,-46.0,-63.0,-70.0,-72.0,-57.0
wlan0,3,1.1,7.62,1.01,1621503243.9397292,-49.0,-50.0,-38.0,-30.0,-29.0,-52.0,-57.0,0.0,-57.0,-40.0,-38.0,-32.0,-48.0,-63.0,-70.0,-66.0,-55.0
wlan0,4,1.1,7.62,1.01,1621503248.2225838,-62.0,-54.0,-38.0,-32.0,-29.0,-52.0,-57.0,0.0,-56.0,-43.0,-40.0,-30.0,-46.0,-59.0,-70.0,-66.0,-56.0
wlan1,0,1.1,7.62,1.01,1621503254.7964466,0.0,-51.0,-43.0,-43.0,-41.0,-59.0,-65.0,-83.0,-65.0,-41.0,-43.0,-43.0,-69.0,-67.0,-79.0,-73.0,-67.0
wlan1,1,1.1,7.62,1.01,1621503259.3044615,-77.0,-51.0,-41.0,-45.0,-41.0,-57.0,-65.0,-85.0,-65.0,-41.0,-41.0,-43.0,-69.0,-67.0,-79.0,-73.0,-67.0
wlan1,2,1.1,7.62,1.01,1621503263.821552,-69.0,-51.0,-41.0,-45.0,-41.0,-57.0,-65.0,-89.0,-61.0,-85.0,-41.0,-43.0,-67.0,-67.0,-81.0,-75.0,-67.0
wlan1,3,1.1,7.62,1.01,1621503268.3551352,-71.0,-51.0,-41.0,-43.0,-41.0,-57.0,-67.0,-85.0,-63.0,-45.0,-41.0,-43.0,-67.0,-63.0,-79.0,-73.0,-67.0
wlan1,4,1.1,7.62,1.01,1621503272.8600402,-73.0,-51.0,-41.0,-43.0,-41.0,-59.0,-67.0,-83.0,-65.0,-41.0,-41.0,-43.0,-67.0,-63.0,-81.0,-75.0,-67.0
wlan2,0,1.1,7.62,1.01,1621503279.4185224,0.0,-47.0,-35.0,-31.0,-35.0,0.0,-61.0,-81.0,-55.0,-31.0,-35.0,0.0,-53.0,-47.0,-83.0,-77.0,-51.0
wlan2,1,1.1,7.62,1.01,1621503283.8956316,-63.0,-47.0,-35.0,-31.0,-37.0,-55.0,-65.0,-81.0,-55.0,-31.0,-35.0,0.0,-53.0,-47.0,-75.0,-77.0,-51.0
wlan2,2,1.1,7.62,1.01,1621503288.3945026,-63.0,-49.0,-33.0,-31.0,-37.0,-53.0,-61.0,-81.0,-55.0,-31.0,-35.0,-29.0,-57.0,-47.0,-75.0,-73.0,-51.0
wlan2,3,1.1,7.62,1.01,1621503292.8821368,-63.0,-45.0,-35.0,-31.0,-37.0,-53.0,-63.0,-85.0,-49.0,-31.0,-35.0,-31.0,-53.0,-47.0,-75.0,-75.0,-51.0
wlan2,4,1.1,7.62,1.01,1621503297.450157,-67.0,-45.0,-35.0,-31.0,-35.0,-53.0,-63.0,-83.0,-73.0,-71.0,-37.0,-31.0,-55.0,-47.0,-77.0,-77.0,-51.0
wlan0,0,10.86,-0.33,1.01,1621500005.2103946,0.0,-45.0,-28.0,-41.0,-32.0,-38.0,-62.0,0.0,-61.0,-40.0,0.0,0.0,-40.0,0.0,0.0,-64.0,0.0
wlan0,1,10.86,-0.33,1.01,1621500009.377376,0.0,-40.0,-31.0,-41.0,-37.0,-37.0,-62.0,0.0,-61.0,-44.0,-30.0,0.0,-39.0,0.0,0.0,-48.0,-61.0
wlan0,2,10.86,-0.33,1.01,1621500013.55145,0.0,-35.0,-30.0,-45.0,-32.0,-38.0,-62.0,0.0,-56.0,-44.0,-36.0,0.0,-36.0,-59.0,0.0,-60.0,-61.0
wlan0,3,10.86,-0.33,1.01,1621500017.6840339,-65.0,-37.0,-29.0,-43.0,-33.0,-38.0,-62.0,0.0,-61.0,-44.0,-36.0,0.0,-39.0,-59.0,0.0,-60.0,-65.0
wlan0,4,10.86,-0.33,1.01,1621500021.8785276,-65.0,-38.0,-30.0,-43.0,-33.0,-39.0,-62.0,0.0,-58.0,-43.0,-30.0,-45.0,-38.0,-60.0,0.0,-62.0,-64.0
wlan1,0,10.86,-0.33,1.01,1621500032.8545036,-75.0,-51.0,-41.0,-47.0,-43.0,-45.0,-77.0,-81.0,-77.0,-49.0,-39.0,-49.0,-43.0,-65.0,-75.0,-73.0,0.0
wlan1,1,10.86,-0.33,1.01,1621500037.3452652,-75.0,-51.0,-39.0,-51.0,-41.0,-51.0,-77.0,-81.0,-71.0,-53.0,-39.0,-49.0,-45.0,-67.0,-79.0,-75.0,-75.0
wlan1,2,10.86,-0.33,1.01,1621500041.8858585,-79.0,-41.0,-39.0,-49.0,-41.0,-51.0,-77.0,-81.0,-71.0,-51.0,-39.0,-49.0,-45.0,-67.0,-73.0,-71.0,-75.0
wlan1,3,10.86,-0.33,1.01,1621500046.3959358,-85.0,-43.0,-39.0,-49.0,-41.0,-53.0,-77.0,-75.0,-73.0,-49.0,-39.0,-53.0,-47.0,-71.0,-73.0,-73.0,-73.0
wlan2,0,10.86,-0.33,1.01,1621500053.019206,0.0,-37.0,-29.0,-41.0,-35.0,-35.0,0.0,-81.0,0.0,-37.0,-37.0,0.0,-47.0,-65.0,-79.0,-65.0,-65.0
wlan2,1,10.86,-0.33,1.01,1621500057.5392992,-63.0,-41.0,-29.0,-41.0,-33.0,-37.0,0.0,-79.0,-59.0,-35.0,-29.0,0.0,-45.0,-67.0,-77.0,-65.0,-67.0
wlan2,2,10.86,-0.33,1.01,1621500062.0557148,-63.0,-43.0,-29.0,-41.0,-35.0,-37.0,0.0,-77.0,-59.0,-51.0,-29.0,-41.0,-45.0,-63.0,-77.0,-65.0,-67.0
wlan2,3,10.86,-0.33,1.01,1621500066.6100388,-71.0,-37.0,-29.0,-41.0,-35.0,-37.0,0.0,-81.0,-59.0,-35.0,-29.0,-43.0,-45.0,-63.0,-71.0,-61.0,-67.0
wlan2,4,10.86,-0.33,1.01,1621500071.2083356,-65.0,-47.0,-31.0,-43.0,-33.0,-35.0,0.0,-79.0,-55.0,-37.0,-31.0,-43.0,-49.0,-65.0,-75.0,-63.0,-63.0
wlan0,0,10.86,1.52,1.01,1621513175.4754918,-68.0,-41.0,-33.0,-45.0,-57.0,-55.0,0.0,-68.0,-54.0,-34.0,-33.0,0.0,-50.0,0.0,0.0,-62.0,-53.0
wlan0,1,10.86,1.52,1.01,1621513179.6592026,-58.0,-48.0,-33.0,-48.0,-39.0,-30.0,0.0,-68.0,-54.0,-34.0,-33.0,0.0,-51.0,0.0,0.0,-48.0,-57.0
wlan0,2,10.86,1.52,1.01,1621513183.835152,-68.0,-39.0,-34.0,-66.0,-40.0,-29.0,0.0,-71.0,-54.0,-33.0,-33.0,-56.0,-51.0,0.0,0.0,-59.0,-56.0
wlan0,3,10.86,1.52,1.01,1621513187.9231539,-67.0,-39.0,-33.0,-66.0,-46.0,-30.0,0.0,-71.0,-54.0,-34.0,-35.0,-44.0,-50.0,0.0,0.0,-59.0,-56.0
wlan0,4,10.86,1.52,1.01,1621513192.0881839,-67.0,-39.0,-33.0,-66.0,-38.0,-32.0,0.0,-71.0,-54.0,-32.0,-34.0,-48.0,-54.0,-66.0,0.0,-62.0,-54.0
wlan1,0,10.86,1.52,1.01,1621513198.6435134,-67.0,-49.0,-39.0,-49.0,-41.0,-49.0,-71.0,-87.0,-71.0,-45.0,-41.0,0.0,-59.0,0.0,-75.0,-71.0,-67.0
wlan1,1,10.86,1.52,1.01,1621513207.4377544,-65.0,-49.0,-41.0,-47.0,-43.0,-49.0,-71.0,-89.0,-71.0,-43.0,-41.0,0.0,-49.0,0.0,-73.0,-67.0,-67.0
wlan1,2,10.86,1.52,1.01,1621513211.9388988,-73.0,-51.0,-43.0,-49.0,-43.0,-51.0,-71.0,-87.0,-71.0,-45.0,-41.0,-49.0,-59.0,0.0,-83.0,-67.0,-67.0
wlan1,3,10.86,1.52,1.01,1621513216.4532678,-73.0,-51.0,-41.0,-49.0,-43.0,-51.0,-71.0,-87.0,-71.0,-41.0,-41.0,-49.0,-61.0,-65.0,-81.0,-69.0,-69.0
wlan2,0,10.86,1.52,1.01,1621513222.9998405,-55.0,-45.0,-29.0,-41.0,-35.0,-29.0,0.0,-73.0,-59.0,-33.0,-31.0,-41.0,-41.0,0.0,-83.0,-63.0,-61.0
wlan2,1,10.86,1.52,1.01,1621513227.4794922,-55.0,-45.0,-29.0,-41.0,-37.0,-81.0,0.0,-77.0,-59.0,-33.0,-31.0,-41.0,-61.0,0.0,-75.0,-63.0,-59.0
wlan2,2,10.86,1.52,1.01,1621513231.95554,-63.0,-43.0,-29.0,-43.0,-35.0,-29.0,-75.0,-75.0,-63.0,-33.0,-31.0,-41.0,-43.0,-65.0,-79.0,-65.0,-59.0
wlan2,3,10.86,1.52,1.01,1621513236.497888,-61.0,-47.0,-31.0,-43.0,-37.0,-29.0,-75.0,-73.0,-59.0,-31.0,-31.0,-41.0,-41.0,-65.0,-81.0,-63.0,-59.0
wlan2,4,10.86,1.52,1.01,1621513240.9907925,-59.0,-55.0,-29.0,-43.0,-37.0,-29.0,-75.0,-71.0,-57.0,-31.0,-31.0,-43.0,-41.0,-65.0,-81.0,-47.0,-61.0
wlan0,0,10.86,2.13,1.01,1621507886.6616356,0.0,-36.0,-32.0,-42.0,-39.0,-27.0,0.0,-71.0,0.0,-29.0,-32.0,0.0,-56.0,-59.0,0.0,-54.0,-50.0
wlan0,1,10.86,2.13,1.01,1621507890.846927,-67.0,-36.0,-34.0,-40.0,-39.0,-26.0,-71.0,-71.0,0.0,-30.0,-32.0,-43.0,-50.0,-63.0,0.0,-55.0,-49.0
wlan0,2,10.86,2.13,1.01,1621507894.9492776,-61.0,-36.0,-34.0,-42.0,-39.0,-27.0,-71.0,-71.0,-63.0,-30.0,-32.0,-43.0,-51.0,-64.0,0.0,-58.0,-54.0
wlan0,3,10.86,2.13,1.01,1621507899.0830312,-61.0,-35.0,-29.0,-41.0,-39.0,-28.0,-68.0,-71.0,-59.0,-29.0,-32.0,-43.0,-55.0,-64.0,-69.0,-57.0,-51.0
wlan0,4,10.86,2.13,1.01,1621507903.2702384,-61.0,-37.0,-29.0,-41.0,-62.0,-28.0,-73.0,-71.0,-59.0,-29.0,-32.0,-43.0,-52.0,-64.0,-69.0,-56.0,-52.0
wlan1,0,10.86,2.13,1.01,1621507909.8280435,0.0,-57.0,-39.0,0.0,-45.0,-45.0,0.0,-83.0,-63.0,-43.0,-41.0,0.0,-65.0,-75.0,-81.0,-79.0,-61.0
wlan1,1,10.86,2.13,1.01,1621507914.344706,0.0,-57.0,-41.0,0.0,-45.0,-43.0,0.0,-85.0,-65.0,-43.0,-41.0,-47.0,-65.0,-69.0,-77.0,-75.0,-63.0
wlan1,2,10.86,2.13,1.01,1621507918.8642929,-69.0,-57.0,-41.0,-47.0,-45.0,-45.0,0.0,-81.0,-63.0,-43.0,-41.0,-47.0,-63.0,-69.0,-85.0,-73.0,-63.0
wlan1,3,10.86,2.13,1.01,1621507927.6930563,-71.0,-47.0,-41.0,-49.0,-45.0,-45.0,-83.0,-81.0,-63.0,-45.0,-41.0,-49.0,-63.0,-77.0,-79.0,-77.0,-63.0
wlan2,0,10.86,2.13,1.01,1621507934.296267,-53.0,-47.0,-31.0,-37.0,-47.0,-27.0,-67.0,-75.0,-71.0,-37.0,-29.0,-37.0,-43.0,0.0,-69.0,-79.0,-53.0
